area,waterbody,gazetted_name,local_name_1,local_name_2,analysis_yr,species,natural_adult_spawners,natural_jack_spawners,natural_spawners_total,adult_broodstock_removals,jack_broodstock_removals,total_broodstock_removals,other_removals,total_return_to_river,enumeration_methods,adult_presence,jack_presence,start_dtt,end_dtt,natural_adult_females,natural_adult_males,effective_females,weighted_pct_spawn,watershed_cde,fwa_watershed_cde,waterbody_id,population,run_type,stream_arrival_dt_from,stream_arrival_dt_to,start_spawn_dt_from,start_spawn_dt_to,peak_spawn_dt_from,peak_spawn_dt_to,end_spawn_dt_from,end_spawn_dt_to,accuracy,precision,index_yn,reliability,estimate_stage,estimate_classification,no_inspections_used,estimate_method,created_dtt,updated_dtt,act_id,pop_id,gfe_id,full_cu_in
13,SALMON RIVER,SALMON RIVER,NA,NA,1957,Chum,NA,NA,NA,NA,NA,NA,NA,3500,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,15-SEP-57,NA,15-OCT-57,NA,15-NOV-57,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,817357,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1990,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE OBSERVED,UNKNOWN,05-AUG-90,16-OCT-90,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,738380,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2005,Chum,166,NA,166,NA,NA,NA,NA,166,NA,PRESENT,UNKNOWN,18-JUL-05,18-NOV-05,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,NEAR FINAL,RELATIVE ABUNDANCE (TYPE-5),7,Peak Live + Dead,01-MAR-06,NA,70684049,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2007,Chum,200,0,200,0,0,0,NA,NA,NA,PRESENT,NONE OBSERVED,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,LOW,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-5),NA,Peak Live + Dead,17-DEC-08,NA,42669824,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2020,Chum,NA,0,NA,0,0,0,NA,NA,NA,PRESENT,NONE OBSERVED,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Not Applicable,22-MAR-21,NA,10791105,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2001,Chum,600,NA,600,NA,NA,NA,NA,600,"Bank Walk, Stream Walk, Snorkel, Helicopter",PRESENT,NA,16-JUL-01,06-DEC-01,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,11-SEP-01,20-SEP-01,21-SEP-01,30-SEP-01,11-NOV-01,20-NOV-01,21-NOV-01,30-NOV-01,UNK,UNK,NA,MHIGH,NEAR FINAL,RELATIVE ABUNDANCE (TYPE-5),10,Expert Opinion,22-OCT-03,23-MAR-06,47353199,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1962,Chum,NA,NA,NA,NA,NA,NA,NA,3500,NA,PRESENT,UNKNOWN,25-AUG-62,05-NOV-62,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,15-SEP-62,NA,15-OCT-62,NA,15-NOV-62,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,933374,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1961,Chum,NA,NA,NA,NA,NA,NA,NA,1500,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,807761,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1998,Chum,1000,NA,NA,NA,NA,NA,NA,NA,"Bank Walk, Stream Walk, Helicopter",PRESENT,NA,12-AUG-98,22-OCT-98,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,11-OCT-98,20-OCT-98,11-OCT-98,20-OCT-98,11-NOV-98,20-NOV-98,21-NOV-98,30-NOV-98,UNK,UNK,NA,MED,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,22-OCT-03,NA,75831791,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1984,Chum,NA,NA,NA,NA,NA,NA,NA,NA,"Float, Helicopter",NONE OBSERVED,UNKNOWN,14-AUG-84,03-SEP-84,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,01-OCT-84,NA,01-OCT-84,NA,05-NOV-84,NA,01-NOV-84,NA,MED,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,738338,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1994,Chum,NA,NA,NA,NA,NA,NA,NA,600,"Walk, Helicopter",PRESENT,UNKNOWN,25-SEP-94,01-NOV-94,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,30-SEP-94,NA,NA,NA,NA,NA,NA,NA,MED,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,807857,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1970,Chum,NA,NA,NA,NA,NA,NA,NA,1500,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,15-OCT-70,NA,15-OCT-70,NA,15-NOV-70,NA,15-NOV-70,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,807767,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1996,Chum,NA,NA,NA,NA,NA,NA,NA,NA,Boat,NONE OBSERVED,NA,21-AUG-96,04-OCT-96,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,15-OCT-96,15-OCT-96,15-NOV-96,15-NOV-96,01-DEC-96,01-DEC-96,UNK,UNK,NA,MED,NEAR FINAL,UNKNOWN,NA,Not Applicable,22-OCT-03,NA,54398980,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1983,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE OBSERVED,UNKNOWN,20-SEP-83,31-OCT-83,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Not Applicable,01-JAN-00,NA,738315,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1972,Chum,NA,NA,NA,NA,NA,NA,NA,750,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,15-NOV-72,NA,15-NOV-72,NA,15-NOV-72,NA,15-DEC-72,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,807769,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1973,Chum,NA,NA,NA,NA,NA,NA,NA,750,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,15-OCT-73,NA,15-NOV-73,NA,15-NOV-73,NA,15-DEC-73,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,807820,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1967,Chum,NA,NA,NA,NA,NA,NA,NA,1500,NA,PRESENT,UNKNOWN,15-AUG-67,15-NOV-67,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,15-SEP-67,NA,15-OCT-67,NA,15-NOV-67,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,807849,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1959,Chum,NA,NA,NA,NA,NA,NA,NA,750,NA,PRESENT,UNKNOWN,10-AUG-59,27-NOV-59,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,15-SEP-59,NA,15-OCT-59,NA,15-NOV-59,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,817355,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1955,Chum,NA,NA,NA,NA,NA,NA,NA,750,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,15-SEP-55,NA,15-OCT-55,NA,15-NOV-55,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,817359,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1997,Chum,100,NA,NA,NA,NA,NA,NA,NA,"Bank Walk, Helicopter",PRESENT,NA,05-SEP-97,20-OCT-97,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,15-OCT-97,15-OCT-97,15-OCT-97,15-OCT-97,15-NOV-97,15-NOV-97,UNK,UNK,NA,MHIGH,NEAR FINAL,UNKNOWN,2,Unknown Estimate Method,22-OCT-03,NA,76444455,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2004,Chum,108,NA,108,NA,NA,NA,NA,108,NA,PRESENT,UNKNOWN,03-AUG-04,25-NOV-04,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,N,NA,NEAR FINAL,PRESENCE-ABSENCE (TYPE-6),12,Peak Live + Dead,10-JUL-05,14-FEB-07,10840952,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2018,Chum,4,0,4,0,0,0,NA,NA,NA,PRESENT,NONE OBSERVED,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,LOW,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-5),NA,Peak Live + Dead,15-FEB-19,NA,73168926,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1975,Chum,NA,NA,NA,NA,NA,NA,NA,1500,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,15-SEP-75,NA,15-OCT-75,NA,15-NOV-75,NA,15-DEC-75,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,807787,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1982,Chum,NA,NA,NA,NA,NA,NA,NA,120,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,15-NOV-82,NA,15-NOV-82,NA,15-DEC-82,NA,15-DEC-82,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,807776,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2021,Chum,NA,0,NA,0,0,0,NA,NA,NA,PRESENT,NONE OBSERVED,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Expert Opinion,07-JUL-22,NA,32803431,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1986,Chum,NA,NA,NA,NA,NA,NA,NA,100,Float,PRESENT,UNKNOWN,14-SEP-86,28-OCT-86,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,01-OCT-86,NA,01-OCT-86,NA,01-NOV-86,NA,01-NOV-86,NA,MED,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,738309,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2008,Chum,357,0,357,0,0,0,NA,NA,NA,PRESENT,NONE OBSERVED,17-JUL-08,28-OCT-08,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,MED,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-4),12,Peak Live + Dead,30-NOV-09,NA,34346113,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1995,Chum,NA,NA,NA,NA,NA,NA,NA,NA,"Bank Walk, Helicopter",NONE OBSERVED,NA,31-AUG-95,27-OCT-95,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,11-OCT-95,20-OCT-95,11-NOV-95,20-NOV-95,01-DEC-95,31-DEC-95,UNK,UNK,NA,LOW,NEAR FINAL,UNKNOWN,1,Not Applicable,22-OCT-03,NA,18151767,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2003,Chum,254,NA,254,NA,NA,NA,NA,254,NA,PRESENT,UNKNOWN,15-AUG-03,09-NOV-03,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,05-AUG-03,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,N,NA,NEAR FINAL,RELATIVE ABUNDANCE (TYPE-5),14,Peak Live + Dead,15-SEP-04,14-FEB-07,1142905528,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1968,Chum,NA,NA,NA,NA,NA,NA,NA,750,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,15-SEP-68,NA,15-SEP-68,NA,15-OCT-68,NA,15-NOV-68,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,807765,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2011,Chum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE OBSERVED,NONE OBSERVED,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,NA,FINAL,UNKNOWN,NA,Not Applicable,22-MAR-12,NA,34057949,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1980,Chum,NA,NA,NA,NA,NA,NA,NA,500,NA,PRESENT,UNKNOWN,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,15-SEP-80,NA,15-OCT-80,NA,15-NOV-80,NA,15-NOV-80,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,933355,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1991,Chum,NA,NA,NA,NA,NA,NA,NA,50,Spot Checks,PRESENT,UNKNOWN,09-SEP-91,10-DEC-91,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,15-OCT-91,NA,05-NOV-91,NA,15-NOV-91,NA,25-NOV-91,NA,LOW,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,738381,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2012,Chum,19,0,19,0,0,0,NA,NA,NA,PRESENT,NONE OBSERVED,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,MED,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-3),NA,Peak Live + Dead,12-MAR-13,NA,56534824,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1999,Chum,NA,NA,NA,NA,NA,NA,NA,NA,"Fixed Wing Aircraft, Helicopter",NONE OBSERVED,NA,18-AUG-99,21-NOV-99,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,UNK,UNK,NA,MLOW,NEAR FINAL,RELATIVE: CONSTANT MULTI-YEAR METHODS,NA,Not Applicable,22-OCT-03,NA,66824396,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2024,Chum,NA,0,NA,0,0,0,NA,NA,NA,NONE OBSERVED,NONE OBSERVED,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,LOW,UNK,NA,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Not Applicable,31-JUL-25,NA,10608585,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2022,Chum,NA,0,NA,NA,0,NA,NA,NA,NA,NONE OBSERVED,NONE OBSERVED,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,LOW,UNK,NA,NA,FINAL,PRESENCE-ABSENCE (TYPE-6),NA,Not Applicable,14-DEC-23,NA,95016318,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1966,Chum,NA,NA,NA,NA,NA,NA,NA,3500,NA,PRESENT,UNKNOWN,15-AUG-66,15-NOV-66,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,15-SEP-66,NA,15-OCT-66,NA,15-NOV-66,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,807764,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,2009,Chum,96,0,96,0,0,0,NA,NA,NA,PRESENT,NONE OBSERVED,NA,NA,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,NA,NA,NA,NA,NA,NA,MED,UNK,NA,NA,FINAL,RELATIVE ABUNDANCE (TYPE-3),NA,Peak Live + Dead,12-JUL-10,NA,80840271,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1954,Chum,NA,NA,NA,NA,NA,NA,NA,3500,NA,PRESENT,UNKNOWN,30-AUG-54,26-OCT-54,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,NA,NA,15-SEP-54,NA,15-OCT-54,NA,15-NOV-54,NA,UNK,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,817360,52716,1121,CM-05
13,SALMON RIVER,SALMON RIVER,NA,NA,1987,Chum,NA,NA,NA,NA,NA,NA,NA,200,Walk,PRESENT,UNKNOWN,31-AUG-87,10-NOV-87,NA,NA,NA,NA,920-725300-00000-00000-0000-0000-000-000-000-000-000-000,920-722273-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,00000SALM,Salmon River (Campbell River Area) Chum Run 1,1,01-OCT-87,NA,01-OCT-87,NA,01-NOV-87,NA,01-NOV-87,NA,MED,UNK,NA,NA,NEAR FINAL,UNKNOWN,NA,Unknown Estimate Method,01-JAN-00,NA,738310,52716,1121,CM-05
